house_type,num_bedrooms,floor_area_sqft,num_floors,num_occupants,num_adults,num_children,climate_zone,city_tier,insulation_quality,window_type,roof_type,has_ac,num_ac_units,ac_star_rating,ac_usage_hrs_per_day,num_ceiling_fans,num_led_bulbs,num_cfl_bulbs,num_incandescent_bulbs,avg_lighting_hrs_per_day,water_heater_type,water_heater_capacity_L,water_heater_usage_hrs_per_day,has_refrigerator,fridge_capacity_L,fridge_star_rating,has_microwave,has_electric_stove,has_dishwasher,dishwasher_cycles_per_week,has_washing_machine,washing_machine_type,washing_cycles_per_week,has_dryer,num_tvs,tv_screen_size_inch,tv_usage_hrs_per_day,num_computers,computer_usage_hrs_per_day,has_solar_panels,solar_capacity_kWp,has_battery_storage,battery_capacity_kWh,daily_energy_consumption_kWh,monthly_energy_consumption_kWh,estimated_peak_load_kW
Villa,2,571,1,1,1,0,Temperate,Tier 2,Poor,Single Pane,Flat RCC,0,0,0,0,3,6,3,2,5.1,Electric Geyser,25,1.8,1,280,4,1,0,0,0,1,Front Load,3,0,1,40,7.5,1,8.8,0,0,0,0,12.62,378.5,1.58
Independent House,2,919,1,3,2,1,Cold,Tier 2,Poor,Double Pane,Flat RCC,1,1,4,12.9,6,21,1,0,11,Electric Geyser,35,2,1,165,4,1,0,0,0,0,None,0,0,2,50,2.6,1,6.9,0,0,0,0,40.45,1213.4,5.06
Independent House,2,924,1,4,3,1,Cold,Tier 1,Average,Single Pane,Flat RCC,1,2,3,7.6,7,7,3,4,6,Heat Pump,35,1.3,1,500,5,1,0,1,9,1,Top Load,9,0,2,50,6.4,1,8.9,1,7,0,0,9.98,299.5,5.19
Independent House,2,684,1,2,1,1,Hot & Humid,Tier 2,Excellent,Single Pane,Flat RCC,0,0,0,0,5,6,3,4,4.7,None,0,0,1,280,2,1,0,1,6,1,Semi-Automatic,4,0,2,43,8.2,2,11.2,0,0,0,0,13.56,406.9,1.7
Apartment,3,1131,1,3,2,1,Temperate,Tier 1,Excellent,Double Pane,Flat RCC,1,4,3,4.1,4,15,8,0,9.4,Electric Geyser,35,1.9,1,340,5,1,1,0,0,1,Front Load,3,1,2,65,9.6,1,9.3,0,0,0,0,31.8,953.9,3.97
Apartment,2,688,1,1,1,0,Hot & Dry,Tier 2,Good,Single Pane,Sloped Tiled,0,0,0,0,7,15,8,4,5.9,Heat Pump,15,1.6,1,165,3,1,0,1,3,1,Top Load,6,0,1,75,7.6,2,11.6,0,0,0,0,16.04,481.1,2
Apartment,1,361,2,3,2,1,Hot & Humid,Tier 2,Average,Single Pane,Sloped Tiled,0,0,0,0,3,20,0,0,6,Electric Geyser,10,1.5,1,235,4,1,0,0,0,1,Top Load,6,0,2,65,2.8,3,6.5,0,0,0,0,16.2,485.9,2.02
Independent House,5,1908,1,3,2,1,Temperate,Tier 2,Poor,Double Pane,Flat RCC,0,0,0,0,4,9,4,0,9.7,Electric Geyser,10,2.2,1,400,3,1,0,0,0,1,Semi-Automatic,5,0,1,40,2.7,2,7.3,0,0,0,0,17.87,536,2.23
Apartment,4,1301,1,3,1,2,Composite,Tier 1,Average,Single Pane,Sloped Tiled,1,1,3,7.4,3,18,6,2,5.3,None,0,0,1,190,3,0,1,1,5,0,None,0,0,1,55,7.9,1,4.6,1,1,1,10,17.44,523.2,2.74
Independent House,4,1587,1,2,2,0,Hot & Humid,Tier 1,Good,Single Pane,Sloped Tiled,1,2,2,7.1,6,5,3,0,11.1,Heat Pump,50,0.6,1,500,4,0,0,0,0,1,Top Load,8,0,2,50,3.7,2,11.9,0,0,0,0,41.01,1230.2,5.13
Row House,5,2021,1,2,2,0,Hot & Dry,Tier 1,Average,Single Pane,Flat RCC,1,3,2,17.8,6,11,4,4,8.1,None,0,0,1,165,3,1,1,0,0,1,Semi-Automatic,5,0,1,55,5.6,2,2.6,0,0,0,0,111.13,3333.9,13.89
Apartment,2,657,2,2,2,0,Hot & Dry,Tier 1,Good,Single Pane,Flat RCC,0,0,0,0,6,17,1,3,7.8,Electric Geyser,50,1.5,1,500,2,0,1,0,0,1,Top Load,8,0,2,40,9.8,2,5.6,0,0,0,0,21.32,639.7,2.67
Independent House,2,960,3,3,1,2,Composite,Tier 1,Good,Single Pane,Insulated RCC,1,2,3,5.8,2,8,2,2,5.4,Electric Geyser,10,0.7,1,165,3,1,1,0,0,1,Front Load,4,0,1,75,8.6,2,5,0,0,0,0,25.94,778.1,3.24
Villa,3,1196,1,1,1,0,Composite,Tier 3,Good,Triple Pane,Flat RCC,0,0,0,0,3,6,6,4,10.5,Electric Geyser,10,1.1,1,165,3,1,0,0,0,1,Top Load,9,1,1,40,8.8,1,5.9,1,5,0,0,0,0,1.99
Apartment,3,993,2,4,2,2,Cold,Tier 3,Average,Double Pane,Flat RCC,1,2,4,16,7,13,9,4,8.2,Solar + Backup,25,0.6,1,280,2,1,0,0,0,0,None,0,0,1,32,8.9,2,11.2,1,2,0,0,54.16,1624.7,7.89
Apartment,2,977,2,6,3,3,Hot & Humid,Tier 2,Good,Double Pane,Green Roof,1,2,2,13.5,5,10,6,2,4.4,Electric Geyser,35,3,1,340,5,1,0,1,11,1,Top Load,3,0,1,50,7,3,5.7,0,0,0,0,67.5,2025,8.44
Apartment,4,1204,2,6,1,5,Hot & Dry,Tier 2,Poor,Double Pane,Insulated RCC,0,0,0,0,5,14,3,2,4.9,None,0,0,1,400,2,1,1,0,0,1,Semi-Automatic,4,1,2,75,8,1,11.2,0,0,0,0,21.6,648,2.7
Apartment,2,553,1,5,3,2,Composite,Tier 1,Good,Double Pane,Sloped Tiled,1,2,3,11.9,6,18,0,4,7.2,Electric Geyser,10,0.7,1,190,3,1,1,0,0,0,None,0,1,3,65,4.9,2,6.2,0,0,0,0,46.95,1408.4,5.87
Row House,2,688,1,4,3,1,Composite,Tier 3,Average,Double Pane,Sloped Tiled,1,2,5,14,5,5,0,3,10,Electric Geyser,35,0.6,1,500,2,0,1,1,13,1,Front Load,6,0,1,65,10,2,10.5,0,0,0,0,57.34,1720.1,7.17
Villa,3,1214,1,4,2,2,Hot & Dry,Tier 1,Average,Double Pane,Insulated RCC,1,4,4,14.2,4,8,3,1,11.5,Solar + Backup,35,2.3,1,190,3,1,1,0,0,1,Front Load,6,0,1,40,4.2,2,7.2,1,5,0,0,82.61,2478.2,13.14
Independent House,3,1102,2,2,2,0,Composite,Tier 3,Poor,Single Pane,Insulated RCC,1,2,4,13.3,3,14,3,4,9,Solar + Backup,35,1.6,1,340,3,1,0,0,0,1,Front Load,9,0,1,40,6.7,2,5.1,0,0,0,0,56.84,1705.2,7.11
Villa,3,1005,1,4,3,1,Temperate,Tier 2,Poor,Single Pane,Flat RCC,1,3,1,16.2,3,11,5,2,7.6,Electric Geyser,50,2.5,1,280,3,0,0,0,0,1,Front Load,6,0,2,50,4.3,0,0,0,0,0,0,98.17,2945,12.27
Villa,1,460,3,3,1,2,Cold,Tier 1,Excellent,Double Pane,Sloped Tiled,1,1,2,16.2,0,16,6,0,5.3,None,0,0,1,280,2,1,0,0,0,1,Front Load,5,0,1,32,2.9,2,6.2,0,0,0,0,28.36,850.9,3.55
Apartment,4,1396,1,3,1,2,Temperate,Tier 3,Average,Double Pane,Sloped Tiled,1,1,1,12.1,4,14,8,0,9.1,Electric Geyser,15,2,1,340,1,1,0,0,0,1,Top Load,6,1,3,32,6.5,2,4.6,0,0,0,0,36.49,1094.8,4.56
Villa,2,508,1,4,2,2,Temperate,Tier 1,Excellent,Single Pane,Flat RCC,0,0,0,0,7,20,8,2,11.8,Electric Geyser,25,1,1,500,4,1,1,0,0,1,Top Load,8,0,2,32,4.8,2,4.9,0,0,0,0,18.74,562.2,2.34
Independent House,1,391,2,2,2,0,Composite,Tier 2,Poor,Double Pane,Insulated RCC,1,1,3,13,2,18,9,2,7.3,None,0,0,1,340,4,0,1,1,13,1,Top Load,5,0,2,32,6.7,2,3.9,0,0,0,0,39.94,1198.2,4.99
Villa,4,1624,1,2,1,1,Temperate,Tier 2,Average,Double Pane,Flat RCC,1,1,4,15.5,4,4,4,1,4.5,None,0,0,1,235,3,1,0,1,13,1,Front Load,2,0,1,75,6.5,0,0,0,0,0,0,27.92,837.7,3.49
Villa,5,1729,1,5,1,4,Hot & Dry,Tier 1,Average,Single Pane,Flat RCC,0,0,0,0,3,22,9,2,3.9,Heat Pump,15,2,1,280,1,0,1,1,3,1,Front Load,4,0,2,43,6.3,1,8.2,0,0,0,0,15.95,478.6,1.99
Apartment,4,1692,2,1,1,0,Hot & Dry,Tier 2,Average,Triple Pane,Insulated RCC,0,0,0,0,3,19,2,0,5.4,None,0,0,1,500,5,1,1,0,0,0,None,0,0,2,50,3,2,5.9,0,0,0,0,13.04,391.3,1.63
Apartment,4,1372,3,3,3,0,Hot & Dry,Tier 2,Good,Double Pane,Flat RCC,1,1,2,6.6,3,22,2,3,8.1,Solar + Backup,15,1.3,1,165,2,1,0,0,0,0,None,0,0,2,50,5.5,3,9.1,0,0,0,0,25.74,772.1,3.22
Apartment,3,1460,2,5,1,4,Composite,Tier 2,Average,Double Pane,Flat RCC,1,2,2,10.6,7,16,5,2,11.5,None,0,0,1,190,5,1,0,1,4,0,None,0,0,2,50,8.5,1,11.9,0,0,0,0,51.86,1555.7,6.48
Independent House,3,1233,2,4,2,2,Hot & Dry,Tier 1,Good,Single Pane,Sloped Tiled,1,2,3,16.2,5,7,0,1,5.7,Electric Geyser,15,2.3,1,280,3,1,1,0,0,1,Front Load,4,0,1,75,4.5,2,5.8,0,0,0,0,66.39,1991.7,8.3
Villa,1,479,2,3,1,2,Cold,Tier 3,Average,Single Pane,Flat RCC,0,0,0,0,2,14,6,3,5.7,Heat Pump,10,2.8,1,340,3,0,0,0,0,1,Top Load,5,0,2,65,5.6,2,6.6,0,0,0,0,13.45,403.4,1.68
Villa,2,491,3,2,1,1,Hot & Dry,Tier 1,Average,Single Pane,Insulated RCC,1,2,3,10.7,4,21,2,1,7.3,Solar + Backup,15,2.1,1,165,4,0,0,0,0,1,Semi-Automatic,9,0,3,75,6,2,3.6,0,0,0,0,48.3,1449.1,6.04
Apartment,2,1038,1,2,1,1,Hot & Humid,Tier 1,Average,Single Pane,Flat RCC,0,0,0,0,3,21,4,3,11.3,Electric Geyser,10,2.5,1,235,5,0,0,0,0,1,Top Load,7,0,3,32,8.9,2,5.9,0,0,0,0,23.52,705.6,2.94
Independent House,2,823,1,5,2,3,Composite,Tier 1,Good,Single Pane,Flat RCC,1,4,1,9.5,6,13,6,2,6.8,Electric Geyser,15,0.9,1,400,3,1,1,0,0,1,Top Load,7,0,2,32,7.2,0,0,0,0,0,0,72.84,2185.3,9.11
Independent House,3,989,1,3,3,0,Hot & Humid,Tier 1,Good,Double Pane,Flat RCC,1,3,3,6.5,2,20,6,0,5,Electric Geyser,10,1,1,235,3,1,0,0,0,1,Front Load,3,1,0,0,0,2,4.2,1,5,1,10,19.77,593.1,5.28
Apartment,3,904,1,3,2,1,Hot & Humid,Tier 1,Average,Double Pane,Insulated RCC,0,0,0,0,6,16,8,3,4.5,Solar + Backup,10,1.8,1,165,3,0,1,0,0,1,Semi-Automatic,7,1,1,75,8.9,2,3.8,0,0,0,0,18.93,568,2.37
Apartment,1,542,2,1,1,0,Hot & Humid,Tier 3,Average,Single Pane,Flat RCC,1,1,1,9.2,2,17,0,4,7.1,Electric Geyser,15,0.9,1,500,5,0,1,0,0,1,Front Load,9,0,2,65,8.7,2,5.8,0,0,0,0,36.58,1097.3,4.57
Apartment,2,774,2,1,1,0,Composite,Tier 1,Good,Single Pane,Sloped Tiled,1,2,5,17.9,3,10,2,1,10.2,Heat Pump,50,2.1,1,500,4,1,1,0,0,1,Front Load,3,0,1,40,8,2,10.2,0,0,0,0,54.45,1633.4,6.81
Row House,3,1142,2,6,3,3,Hot & Dry,Tier 1,Excellent,Double Pane,Insulated RCC,1,2,5,17.9,2,13,8,3,5.6,Electric Geyser,35,1.2,1,165,2,1,0,1,4,1,Front Load,2,0,1,43,5.7,1,8.2,1,3,1,7.5,39.29,1178.6,6.6
Apartment,1,513,1,3,1,2,Temperate,Tier 1,Poor,Single Pane,Insulated RCC,1,3,1,5.6,2,6,7,1,7.6,Electric Geyser,35,2.5,1,500,2,0,1,1,3,1,Front Load,3,1,1,65,8.1,3,11.6,1,5,1,7.5,30.76,922.9,6.66
Independent House,4,1186,2,4,1,3,Composite,Tier 2,Good,Triple Pane,Insulated RCC,1,3,2,14.2,3,5,1,0,8.4,None,0,0,1,340,2,0,0,0,0,1,Top Load,2,0,2,50,5.8,2,11,1,1,1,5,65.39,1961.8,8.74
Independent House,3,1310,1,1,1,0,Hot & Dry,Tier 3,Average,Double Pane,Flat RCC,1,2,3,4.7,7,22,7,1,7.1,Solar + Backup,10,1.7,1,500,2,0,0,0,0,1,Semi-Automatic,6,0,1,43,7.9,2,3.5,0,0,0,0,32.66,979.8,4.08
Apartment,3,919,2,4,1,3,Hot & Dry,Tier 1,Average,Double Pane,Sloped Tiled,0,0,0,0,6,10,7,1,4.7,Electric Geyser,35,1,1,400,2,1,1,0,0,1,Top Load,8,0,1,75,9,3,2.4,0,0,0,0,18.93,567.8,2.37
Row House,3,1185,2,5,2,3,Hot & Dry,Tier 1,Excellent,Single Pane,Sloped Tiled,0,0,0,0,7,8,1,4,11.3,Electric Geyser,10,2.1,1,340,4,0,0,0,0,1,Top Load,4,0,1,65,9.1,3,6,1,7,1,2.5,0,0,2.69
Row House,4,1667,1,3,3,0,Temperate,Tier 1,Good,Double Pane,Insulated RCC,0,0,0,0,6,6,7,1,8.1,Solar + Backup,50,3,1,190,2,1,1,0,0,1,Top Load,8,0,2,50,5.6,2,7.2,1,7,0,0,0,0,1.87
Apartment,2,893,1,2,2,0,Hot & Humid,Tier 1,Good,Single Pane,Insulated RCC,1,3,4,17.2,5,5,2,3,9.6,None,0,0,1,500,3,1,0,0,0,1,Top Load,7,0,3,32,8.9,2,7.2,1,1,0,0,85.96,2578.8,11.31
Independent House,3,1251,1,3,1,2,Hot & Humid,Tier 1,Average,Double Pane,Insulated RCC,1,1,2,6.7,6,9,6,1,8.7,None,0,0,1,400,4,1,0,1,9,1,Semi-Automatic,5,0,1,75,2.8,1,3.3,0,0,0,0,30.2,906.1,3.78
Apartment,3,1000,2,4,2,2,Temperate,Tier 2,Average,Single Pane,Insulated RCC,1,3,4,6.3,6,17,8,2,12,Solar + Backup,10,0.5,1,400,2,0,1,0,0,1,Top Load,2,0,1,32,2.8,1,3.2,0,0,0,0,40.63,1218.8,5.08
Apartment,2,669,3,3,1,2,Composite,Tier 1,Good,Double Pane,Flat RCC,1,4,4,7.4,0,10,3,1,7.1,Electric Geyser,10,1.3,1,190,1,1,1,0,0,1,Top Load,9,0,2,50,6.4,1,2.5,0,0,0,0,46.91,1407.2,5.86
Apartment,4,1668,2,5,2,3,Hot & Humid,Tier 2,Excellent,Single Pane,Insulated RCC,1,2,3,11.2,5,5,5,2,6.8,Electric Geyser,50,1,1,235,1,1,0,0,0,0,None,0,0,2,55,7.2,1,10.5,0,0,0,0,44.86,1345.8,5.61
Independent House,3,1194,1,4,2,2,Hot & Humid,Tier 1,Good,Single Pane,Insulated RCC,1,2,5,12,3,14,8,1,6.2,Electric Geyser,35,2.5,1,165,2,1,1,0,0,1,Top Load,7,0,2,75,3.2,2,11.5,1,3,1,2.5,38.88,1166.5,6.55
Independent House,3,1065,1,5,2,3,Cold,Tier 3,Poor,Single Pane,Insulated RCC,1,2,4,7.1,3,24,4,1,6.3,Electric Geyser,50,2.6,1,235,4,0,1,0,0,1,Front Load,5,0,2,32,5.8,1,3.2,1,1,0,0,38.87,1166.2,5.42
Apartment,4,1532,2,4,3,1,Temperate,Tier 3,Average,Single Pane,Insulated RCC,1,2,2,14.6,4,6,0,3,5.5,Electric Geyser,15,1.1,1,500,4,1,0,0,0,1,Front Load,5,0,2,40,2.8,3,4.1,0,0,0,0,53.33,1599.8,6.67
Apartment,4,1699,2,2,2,0,Composite,Tier 2,Average,Double Pane,Sloped Tiled,1,2,3,8.3,5,12,2,2,11.8,Electric Geyser,15,1.3,1,500,1,1,1,0,0,1,Top Load,4,1,1,65,6.8,2,2.9,0,0,0,0,46.72,1401.6,5.84
Row House,3,1040,1,2,2,0,Composite,Tier 2,Average,Triple Pane,Sloped Tiled,0,0,0,0,2,11,8,2,10.8,Solar + Backup,35,1.1,1,340,3,0,0,0,0,1,Semi-Automatic,8,0,1,32,8.8,1,10.8,1,5,1,5,0,0,1.58
Apartment,4,1114,1,2,2,0,Composite,Tier 2,Poor,Double Pane,Flat RCC,1,3,1,13.2,4,14,2,4,5.9,Electric Geyser,15,2.8,1,280,2,1,0,0,0,1,Top Load,6,0,2,40,7.9,1,11.6,0,0,0,0,95.06,2851.8,11.88
Apartment,3,1289,2,5,3,2,Cold,Tier 2,Average,Single Pane,Sloped Tiled,0,0,0,0,4,21,9,1,5.7,Solar + Backup,10,1.8,1,500,3,1,0,0,0,1,Semi-Automatic,6,0,2,43,5,0,0,0,0,0,0,14.31,429.4,1.79
Independent House,3,1274,1,4,3,1,Cold,Tier 2,Good,Single Pane,Sloped Tiled,0,0,0,0,3,4,1,1,3.9,None,0,0,1,500,3,1,0,0,0,0,None,0,1,1,75,10,2,5,0,0,0,0,8.86,265.9,1.11
Row House,3,843,1,4,3,1,Hot & Humid,Tier 2,Good,Single Pane,Green Roof,1,2,4,15.5,6,18,3,3,10.9,Solar + Backup,25,1.5,1,340,3,0,0,0,0,1,Top Load,3,0,3,32,7.3,1,5.6,0,0,0,0,63.9,1917.1,7.99
Apartment,3,989,1,2,1,1,Temperate,Tier 3,Good,Single Pane,Insulated RCC,1,3,3,8.1,2,7,4,4,6.3,Heat Pump,35,2.1,1,280,3,0,1,0,0,1,Top Load,7,0,2,65,8.5,2,7,0,0,0,0,39.96,1198.7,4.99
Independent House,2,738,1,2,2,0,Hot & Humid,Tier 3,Excellent,Triple Pane,Insulated RCC,1,2,1,8.8,5,7,6,4,8.2,Heat Pump,35,1.5,1,165,2,1,1,0,0,1,Semi-Automatic,6,0,2,32,7.4,2,8.8,0,0,0,0,44.68,1340.3,5.58
Villa,4,1198,2,4,1,3,Hot & Humid,Tier 1,Average,Single Pane,Flat RCC,1,2,5,17.1,0,13,6,3,11.1,Electric Geyser,35,1.3,1,165,4,0,0,0,0,1,Front Load,4,0,1,65,9.9,2,7,0,0,0,0,65.52,1965.7,8.19
Apartment,4,1508,3,3,2,1,Composite,Tier 2,Good,Double Pane,Flat RCC,1,3,5,6.3,2,14,8,2,6.7,Electric Geyser,25,2.1,0,0,0,1,1,0,0,1,Top Load,7,0,1,43,8.6,1,11.5,0,0,0,0,34.95,1048.4,4.37
Independent House,1,387,2,2,2,0,Hot & Dry,Tier 1,Good,Double Pane,Sloped Tiled,0,0,0,0,3,21,7,0,10.3,Electric Geyser,50,2,1,165,5,1,0,0,0,0,None,0,1,2,65,6.2,1,3,0,0,0,0,14.61,438.3,1.83
Apartment,4,1554,1,4,1,3,Cold,Tier 1,Excellent,Double Pane,Flat RCC,1,2,2,10.4,4,18,1,3,6.9,Electric Geyser,10,1.2,1,190,1,1,1,0,0,1,Top Load,2,0,1,40,4.9,1,10,0,0,0,0,40.76,1222.8,5.09
Independent House,1,300,1,1,1,0,Hot & Humid,Tier 2,Average,Triple Pane,Flat RCC,1,3,2,15.2,4,6,7,2,9.3,Solar + Backup,35,0.9,1,190,4,1,0,0,0,0,None,0,1,0,0,0,1,5.3,0,0,0,0,95.89,2876.8,11.99
Independent House,2,631,1,2,2,0,Composite,Tier 1,Average,Single Pane,Insulated RCC,1,1,3,14.8,7,10,7,4,6.9,None,0,0,1,280,4,0,1,0,0,0,None,0,0,3,75,6.7,2,5.8,1,7,0,0,5.34,160.1,4.6
Independent House,3,1306,1,3,3,0,Cold,Tier 3,Good,Single Pane,Flat RCC,1,4,2,16.9,3,10,4,3,6.5,None,0,0,1,235,5,1,1,0,0,1,Semi-Automatic,9,1,2,65,7,1,9.1,0,0,0,0,113.88,3416.5,14.24
Apartment,2,605,2,2,1,1,Cold,Tier 1,Excellent,Double Pane,Flat RCC,1,1,3,11.5,7,20,2,0,11.9,Electric Geyser,15,2.1,1,400,2,1,1,1,10,1,Semi-Automatic,6,0,1,75,4.7,1,11.3,0,0,0,0,36.85,1105.4,4.61
Villa,4,1831,1,6,3,3,Hot & Humid,Tier 2,Good,Double Pane,Sloped Tiled,0,0,0,0,3,23,8,1,8.5,None,0,0,1,235,4,0,1,1,9,1,Front Load,9,0,2,65,5.4,0,0,0,0,0,0,17.75,532.5,2.22
Apartment,4,1685,1,2,2,0,Hot & Dry,Tier 2,Good,Single Pane,Insulated RCC,1,3,3,12.2,3,19,6,3,6.3,Electric Geyser,10,0.6,1,280,1,0,0,0,0,1,Top Load,3,0,0,0,0,2,9.8,0,0,0,0,67.43,2022.8,8.43
Apartment,3,757,1,2,2,0,Composite,Tier 2,Average,Single Pane,Insulated RCC,1,1,5,14.9,7,19,0,0,5.3,Heat Pump,15,1.1,0,0,0,0,1,1,8,1,Front Load,2,0,1,40,8.7,1,9.5,0,0,0,0,30.22,906.7,3.78
Apartment,1,515,1,2,2,0,Hot & Humid,Tier 2,Good,Double Pane,Green Roof,1,3,4,5.3,2,11,7,0,3.4,Electric Geyser,15,1,1,340,3,0,0,0,0,1,Front Load,3,0,2,75,8.1,1,5.2,0,0,0,0,32.63,978.8,4.08
Independent House,2,653,1,4,1,3,Cold,Tier 3,Good,Single Pane,Insulated RCC,0,0,0,0,2,6,9,3,9.4,Electric Geyser,10,1.8,1,500,4,1,0,1,8,1,Top Load,2,0,2,50,2.9,2,9.6,1,2,1,2.5,10.9,327,2.49
Independent House,3,1258,1,3,2,1,Cold,Tier 2,Good,Triple Pane,Flat RCC,1,3,5,4.2,2,23,4,2,6.3,Electric Geyser,35,1.6,1,400,5,1,1,0,0,0,None,0,0,0,0,0,1,9.8,1,5,0,0,6.4,192,3.61
Apartment,5,1298,3,3,1,2,Hot & Humid,Tier 2,Good,Single Pane,Insulated RCC,1,4,3,12.3,6,18,5,3,10.4,None,0,0,1,280,3,0,1,0,0,1,Top Load,8,0,1,50,2.2,1,7.3,0,0,0,0,95.38,2861.4,11.92
Independent House,3,803,1,1,1,0,Hot & Humid,Tier 1,Poor,Double Pane,Flat RCC,0,0,0,0,4,4,8,4,6.3,Electric Geyser,25,1.1,1,235,3,0,0,0,0,1,Front Load,3,0,1,65,2.1,1,7.4,0,0,0,0,14.98,449.3,1.87
Apartment,2,790,1,1,1,0,Hot & Humid,Tier 2,Good,Double Pane,Flat RCC,1,3,2,13.4,2,13,9,0,6.4,Electric Geyser,25,2,1,280,2,0,0,0,0,1,Semi-Automatic,5,0,3,43,3.8,3,9.6,0,0,0,0,83.03,2490.9,10.38
Independent House,3,807,2,3,2,1,Cold,Tier 3,Average,Double Pane,Flat RCC,0,0,0,0,6,5,7,0,10,None,0,0,1,280,3,1,0,0,0,1,Top Load,4,1,2,40,8.4,1,10.2,0,0,0,0,15.85,475.5,1.98
Apartment,3,1208,3,4,2,2,Hot & Humid,Tier 2,Excellent,Single Pane,Insulated RCC,1,2,5,4.9,4,10,2,1,7.4,None,0,0,1,165,3,0,0,0,0,0,None,0,1,1,65,9.2,1,5.4,0,0,0,0,19.61,588.2,2.45
Independent House,3,1017,2,5,3,2,Hot & Dry,Tier 3,Good,Double Pane,Insulated RCC,1,3,3,16.6,2,17,4,0,11,Electric Geyser,10,2.9,1,190,2,1,0,0,0,0,None,0,0,1,75,5.1,3,10,0,0,0,0,94.21,2826.3,11.78
Apartment,1,543,2,1,1,0,Hot & Dry,Tier 2,Good,Double Pane,Flat RCC,1,2,5,15.4,3,19,3,1,8.3,Solar + Backup,10,2.4,1,400,5,1,0,0,0,0,None,0,0,1,32,6.5,1,10.1,1,5,1,2.5,29.09,872.6,6.45
Row House,3,1311,1,3,1,2,Composite,Tier 1,Excellent,Double Pane,Sloped Tiled,1,2,5,8.4,5,18,0,0,5.2,Electric Geyser,35,2.8,1,165,2,1,0,1,8,0,None,0,0,2,65,7.6,2,4.3,1,7,1,7.5,0,0,3.79
Apartment,3,1163,1,5,3,2,Hot & Humid,Tier 1,Poor,Single Pane,Insulated RCC,0,0,0,0,2,10,4,0,8.1,Electric Geyser,35,1.1,1,190,4,0,1,0,0,1,Top Load,5,0,2,50,9.6,1,9.2,0,0,0,0,18.42,552.5,2.3
Apartment,5,1488,1,3,3,0,Hot & Humid,Tier 1,Average,Single Pane,Flat RCC,1,2,3,8,5,16,9,3,3,Electric Geyser,50,1,1,280,5,1,1,0,0,1,Top Load,5,0,1,40,9.3,1,3.9,0,0,0,0,42.63,1279,5.33
Apartment,2,572,2,4,3,1,Cold,Tier 2,Good,Single Pane,Insulated RCC,1,4,3,16.5,2,13,6,3,5.8,Electric Geyser,50,0.5,1,190,5,1,0,0,0,1,Front Load,5,0,3,32,2.5,2,2.9,0,0,0,0,99.06,2971.7,12.38
Row House,3,763,2,2,2,0,Cold,Tier 3,Average,Single Pane,Sloped Tiled,0,0,0,0,3,12,0,4,4.9,Electric Geyser,50,2.3,1,235,4,1,1,0,0,1,Top Load,6,0,1,40,4,3,7.7,0,0,0,0,18.33,549.9,2.29
Villa,4,1218,1,5,3,2,Temperate,Tier 1,Average,Double Pane,Flat RCC,1,2,4,14.6,5,12,3,2,8.9,Solar + Backup,50,2.8,1,400,2,1,1,0,0,1,Front Load,9,0,1,43,2.4,1,11.1,1,3,0,0,39.33,1179.9,6.6
Apartment,1,435,1,4,1,3,Hot & Humid,Tier 2,Good,Single Pane,Flat RCC,1,3,2,11.9,6,9,5,4,4.2,Electric Geyser,50,1,1,165,4,1,0,0,0,1,Top Load,9,0,1,50,6.9,2,2.4,0,0,0,0,72.35,2170.4,9.04
Independent House,4,1811,2,5,3,2,Hot & Dry,Tier 2,Average,Double Pane,Flat RCC,0,0,0,0,3,15,8,0,5.6,Solar + Backup,10,2.1,1,400,2,1,0,1,12,1,Front Load,2,1,1,55,7.7,2,10.3,0,0,0,0,20.72,621.5,2.59
Villa,3,1280,1,4,2,2,Composite,Tier 2,Poor,Single Pane,Insulated RCC,0,0,0,0,5,23,7,4,6,Solar + Backup,10,2.4,1,280,5,1,0,0,0,1,Top Load,2,0,3,65,4.5,1,7.1,1,2,0,0,7.93,237.8,2.12
Independent House,1,409,2,3,3,0,Hot & Dry,Tier 1,Average,Single Pane,Insulated RCC,0,0,0,0,5,23,1,3,3,Electric Geyser,25,2.8,1,235,4,1,0,0,0,1,Front Load,8,0,2,75,8.8,2,10.6,0,0,0,0,19.77,593.2,2.47
Independent House,2,964,2,5,3,2,Cold,Tier 1,Poor,Double Pane,Sloped Tiled,1,2,4,15.1,7,17,2,0,3.4,Electric Geyser,25,2.1,1,190,4,1,0,0,0,1,Top Load,9,0,1,50,5.6,1,10.4,0,0,0,0,64.64,1939.1,8.08
Apartment,3,1286,2,2,2,0,Composite,Tier 1,Average,Triple Pane,Insulated RCC,1,1,4,14.6,7,23,9,0,5.8,Solar + Backup,15,2.9,1,500,1,1,0,0,0,1,Top Load,8,0,1,50,10,1,10.8,0,0,0,0,36.71,1101.2,4.59
Apartment,1,300,2,2,2,0,Hot & Humid,Tier 1,Poor,Triple Pane,Insulated RCC,1,3,5,16.7,3,10,4,4,5,Heat Pump,10,1.4,1,190,3,0,0,0,0,0,None,0,0,1,43,2,1,9.7,0,0,0,0,94.4,2832.1,11.8
Villa,3,1468,2,4,3,1,Cold,Tier 1,Good,Double Pane,Flat RCC,1,2,3,4.2,3,11,6,1,4.1,Solar + Backup,50,1.4,1,235,4,1,1,0,0,1,Front Load,3,0,1,32,2.9,2,10.4,0,0,0,0,24.09,722.7,3.01
